,permalink,name,desc,category_code
787,dipexium-pharmaceuticals,Dipexium Pharmaceuticals,Dipexium Pharmaceuticals offers small peptide antibiotics to treat certain mild and moderate skin infections in superficial wounds.,biotech
788,oculeve,Oculeve,Oculeve is a start-up MedTech company with a first-in-class connected health technology to address an unmet clinical need in ophthalmology.,biotech
789,barofold,BaroFold,BaroFold is a biopharmaceutical company focused on the development of protein therapeutics for immunology indications.,biotech
790,immunetics,Immunetics,"Immunetics, a biotechnology company, develops immunoassay and molecular probe kits and instruments for the diagnosis of infectious diseases.",biotech
791,ace,ACE,"Aionx Antimicrobial Technologies is a biotechnology company that defines emerging class of continuous, self-cleaning technologies.",biotech
792,synedgen,Synedgen,"Synedgen develops novel therapies and products to reduce infection and inflammation of dermal, oral, mucosal, and ophthalmic surfaces.",biotech
793,gen9,Gen9,"Gen9 provides gene synthesis technology that enables the high-throughput, automated production of DNA constructs.",biotech
794,rymed-technologies,RyMed Technologies,RyMed Technologies develops intraluminal protection products for intravenous catheter care and maintenance management.,biotech
795,tissue-regeneration-systems,Tissue Regeneration Systems,Tissue Regeneration Systems is a medical device company commercializing a skeletal reconstruction and bone regeneration technology platform.,biotech
796,tragara,Tragara,Adastra Pharmaceuticals provides responsible solutions to advance patient care in oncology.,biotech
797,visionary-pharmaceuticals,Visionary Pharmaceuticals,Visionary Pharmaceuticals is a biotechnology company developing first-in-class drugs for unmet medical needs in cancer and inflammation.,biotech
798,barosense,Barosense,"BaroSense develops minimally-invasive therapeutic weight loss procedures, devices and surgical treatments for the obese.",biotech
799,viking-systems,Viking Systems,Viking Systems develops and markets 3D and 2D visualization solutions for complex minimally-invasive surgery.,biotech
800,eleven-biotherapeutics,Eleven Biotherapeutics,Sesen Bio is focused on developing innovative protein-based therapeutics to improve human health and treat diseases.,biotech
801,endosee,Endosee,Endosee is a developer of instruments for the conduction of office hysteroscopy.,biotech
802,cyclacel-pharmaceuticals,Cyclacel Pharmaceuticals,Cyclacel Pharmaceuticals develops oral therapies to treat cancers and other critical diseases.,biotech
803,akermin,Akermin,Akermin focuses on developing commercial applications in wireless sensors for military uses.,biotech
804,anadys,Anadys,"Anadys Pharmaceuticals, a biopharmaceutical company, develops medicines for the treatment of hepatitis C.",biotech
805,coda-therapeutics,CoDa Therapeutics,Ocunexus Therapeutics is a biopharmaceutical company that develops therapeutics for unmet clinical needs in ophthalmology.,biotech
806,3-v-biosciences,3-V Biosciences,Sagimet Biosciences is a biotechnology company that focuses on developing novel therapeutics to treat important diseases.,biotech
807,healthonomy,Healthonomy,Healthonomy is a data management tool for medical providers who treat patients covered under the California Workers’ Compensation Program.,biotech
808,rempex-pharmaceuticals,Rempex Pharmaceuticals,Rempex Pharmaceuticals engages in the discovery and development of antibacterial drugs for antibiotic resistance.,biotech
809,curemark,Curemark,Curemark is a socially driven biotechnology company that focuses on the treatment of autism and other neurological diseases.,biotech
810,stemline-therapeutics,Stemline Therapeutics,Stemline Therapeutics is a clinical stage biopharmaceutical company developing oncology compounds that target cancer stem cells.,biotech
811,adimab,Adimab,"Adimab is an antibody discovery and optimization platform, developing full-length human Immunoglobulin Gs.",biotech
812,massachusetts-life-sciences-center,Massachusetts Life Sciences Center,The Massachusetts Life Sciences Center (MLSC) aims to create jobs in the life sciences and support vital scientific research.,biotech
813,oncofusion-therapeutics,OncoFusion Therapeutics,OncoFusion Therapeutics is engaged in the R&D of personalized therapeutics for patients with genetically defined cancers.,biotech
814,carmenta-bioscience,Carmenta Bioscience,Carmenta Bioscience is a technology company focused on improving maternal and fetal health.,biotech
815,medical-simulation,Medical Simulation,Medical Simulation provides full-service simulation training and consulting services for healthcare personnel and medical societies.,biotech
816,entegrion,Entegrion,Entegrion is a life sciences company dedicated to providing innovative solutions.,biotech
817,sutro-biopharma,Sutro Biopharma,Sutro Biopharma develops protein therapeutics by using OCFS protein synthesis technology.,biotech
818,cardax-pharma,Cardax Pharma,"Cardax Pharma offers small molecule therapies for unmet medical needs such as hepatitis, arthritis, cardiovascular diseases, and more.",biotech
819,intelomed,Intelomed,Intelomed focuses on improving cardiovascular system monitoring to enhance patient outcomes through non-invasive and real-time monitoring.,biotech
820,veracyte,Veracyte,Veracyte develops molecular diagnostic tests to improve patient outcomes and lower healthcare costs.,biotech
821,groove-biopharma,Groove Biopharma,"Groove Biopharma develops novel microRNA therapeutics for maladies including cancer, fibrosis and infectious diseases.",biotech
822,synergene-therapeutics,SynerGene Therapeutics,SynerGene Therapeutics is a biotechnology company with focuses on developing gene-based nanotech cancer therapeutics and diagnostics.,biotech
823,cardiac-insight,Cardiac Insight,Cardiac Insight is a privately-held medical device company that offers body-worn ECG sensing technology.,biotech
824,vantage-hospice,Vantage Hospice,"Vantage Hospice provides physical, emotional, and spiritual support to terminally ill patients and their family and friends.",biotech
825,entremed,EntreMed,CASI focus on building a pipeline through mutually beneficial business development transactions.,biotech
826,adarza-biosystems,Adarza BioSystems,Adarza BioSystems develops a biological assay platform for measuring clinical and point-of-care samples.,biotech
827,arcxis-biotechnologies,Arcxis Biotechnologies,"Arcxis Biotechnologies is focused on developing elegant, integrated and compact solutions to molecular diagnostic challenges.",biotech
828,navigenics,Navigenics,Navigenics is a personal genomics company that uses genetic testing to help people determine their individual risk for health conditions.,biotech
829,geneexcel,GeneExcel,"GeneExcel is engaged in the R&D and deployment of liposome technologies for the treatment of cancer, HIV, and cardiovascular diseases.",biotech
830,logical-therapeutics,Logical Therapeutics,Logical Therapeutics develops drugs for the treatment of diseases caused by or related with excessive inflammation.,biotech
831,vaxart,Vaxart,Vaxart is a biotechnology company that develops vaccine technology for the treatment of infectious diseases.,biotech
832,quintessence-biosciences,Quintessence Biosciences,Quintessence Biosciences is a biopharmaceutical company focusing on the development of protein-based therapeutics as anti-cancer agents.,biotech
833,mira-dx,Mira Dx,Mira Dx is a genomics company dedicated to the development and commercialization of novel microRNA-based diagnostic tests.,biotech
834,argolyn-bioscience,Argolyn Bioscience,Argolyn Bioscience is a biotechnology company that develops peptide drug candidates to treat serious diseases and disorders,biotech
835,tranquilmed,TranquilMed,TranquilMed develops drugs and treatments with a focus on patients suffering with restless legs syndrome.,biotech
836,american-renal-associates-holdings,American Renal Associates Holdings,American Renal Associates Holdings operates kidney dialysis services and offers outpatient and inpatient dialysis treatments.,biotech
837,advanced-plasma-therapies,Advanced Plasma Therapies,"Origin is a privately-held, clinical-stage biotechnology company.",biotech
838,bio-matrix-scientific-group,Bio-Matrix Scientific Group,"Bio-Matrix Scientific Group is engaged in the research, design and development of regenerative medical applications.",biotech
839,c2-therapeutics,C2 Therapeutics,C2 Therapeutics develops ablation therapies to treat diseases of the gastrointestinal tract.,biotech
840,lagniappe-health,Lagniappe Health,"Lagniappe Health, is a national provider of healthcare technology, offers pharmacy operations, technology and related services",biotech
841,moksha8-pharmaceuticals,moksha8 Pharmaceuticals,Moksha8 is a pharmaceutical company providing therapeutics for the treatment of central nervous system and mental health disorders.,biotech
842,tacere-therapeutics,Tacere Therapeutics,Tacere Therapeutics develops therapies to identify and treat diseases.,biotech
843,mendel-biotechnology,Mendel Biotechnology,Mendel Biotechnology is a plant biotechnology company that develops genetic and chemical solutions for a range of agricultural markets.,biotech
844,rennovia,Rennovia,Rennovia is a chemical process technology development company focused on cost reduction over current petrochemical processes.,biotech
